,Age,Job,Marital Status,Education,Credit,Balance (euros),Housing Loan,Personal Loan,Contact,Last Contact Day,Last Contact Month,Last Contact Duration,Campaign,Pdays,Previous,Poutcome,Subscription
269,,,married,primary,no,0.0,yes,no,unknown,5,may,463.0,1,-1.0,0,unknown,1
270,42.0,management,single,tertiary,no,,yes,yes,unknown,5,may,562.0,2,-1.0,0,unknown,2
271,,blue-collar,divorced,primary,,0.0,yes,no,unknown,5,may,962.0,1,,0,unknown,1
272,57.0,technician,married,secondary,no,,yes,no,unknown,5,may,10.0,4,-1.0,0,unknown,1
273,56.0,entrepreneur,divorced,secondary,no,155.0,no,no,unknown,5,may,118.0,3,-1.0,0,unknown,1
274,37.0,admin.,married,secondary,no,190.0,yes,no,unknown,5,may,92.0,2,-1.0,0,unknown,1
275,59.0,retired,married,secondary,no,319.0,yes,no,unknown,5,may,143.0,3,-1.0,0,unknown,1
276,39.0,services,divorced,secondary,no,-185.0,yes,no,unknown,5,may,,3,-1.0,0,unknown,1
277,,,married,secondary,no,47.0,,no,unknown,5,may,,2,-1.0,0,unknown,1
278,38.0,,single,secondary,no,570.0,yes,no,unknown,5,may,75.0,2,-1.0,0,unknown,1
279,36.0,self-employed,married,tertiary,no,19.0,no,,unknown,5,may,,2,-1.0,0,unknown,1
280,50.0,blue-collar,,primary,,61.0,yes,no,unknown,5,may,,3,,0,unknown,1
281,41.0,admin.,,secondary,no,-62.0,yes,yes,unknown,5,may,55.0,2,-1.0,0,unknown,1
282,,,married,tertiary,no,258.0,no,no,unknown,5,may,310.0,4,-1.0,0,unknown,1
283,58.0,blue-collar,married,primary,no,76.0,,,unknown,5,may,156.0,2,-1.0,0,unknown,1
284,,blue-collar,,secondary,no,0.0,,,unknown,5,may,5.0,2,-1.0,0,unknown,1
285,33.0,admin.,single,secondary,no,352.0,,no,unknown,5,may,225.0,2,-1.0,0,unknown,1
286,47.0,admin.,married,secondary,no,368.0,yes,no,unknown,5,may,125.0,2,,0,unknown,1
287,50.0,,single,,no,339.0,yes,no,unknown,5,may,2.0,3,-1.0,0,unknown,1
288,32.0,blue-collar,married,secondary,no,,yes,no,unknown,5,may,286.0,2,-1.0,0,unknown,1
289,40.0,self-employed,married,secondary,no,672.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
290,37.0,management,married,tertiary,,58.0,yes,,unknown,5,may,,2,-1.0,0,unknown,1
291,54.0,technician,single,unknown,no,,,no,unknown,5,may,742.0,2,-1.0,0,unknown,1
292,24.0,student,,secondary,no,423.0,yes,no,unknown,5,may,226.0,3,-1.0,0,unknown,1
293,54.0,management,married,tertiary,no,0.0,no,no,unknown,5,may,120.0,2,-1.0,0,unknown,1
294,34.0,technician,married,secondary,no,19.0,yes,no,unknown,5,may,,4,-1.0,0,unknown,1
295,56.0,technician,,primary,no,13.0,yes,no,unknown,5,may,357.0,2,,0,unknown,1
296,31.0,blue-collar,single,secondary,no,3.0,yes,no,unknown,5,may,200.0,2,-1.0,0,unknown,1
297,24.0,student,,secondary,no,82.0,yes,no,unknown,5,may,204.0,2,-1.0,0,unknown,1
298,42.0,blue-collar,divorced,,no,28.0,yes,no,unknown,5,may,126.0,3,-1.0,0,unknown,1
299,57.0,technician,,secondary,no,792.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
300,42.0,blue-collar,married,unknown,no,408.0,yes,,unknown,5,may,107.0,2,-1.0,0,unknown,1
301,,admin.,married,secondary,no,531.0,yes,no,unknown,5,may,267.0,2,,0,unknown,1
302,57.0,retired,married,secondary,no,,,,unknown,5,may,,2,,0,unknown,1
303,36.0,services,single,secondary,no,,yes,no,unknown,5,may,215.0,2,,0,unknown,1
304,,services,married,unknown,no,257.0,yes,no,unknown,5,may,209.0,2,,0,unknown,1
305,50.0,technician,married,,no,,yes,no,unknown,5,may,205.0,2,-1.0,0,unknown,1
306,,management,married,tertiary,no,313.0,yes,no,unknown,5,may,83.0,2,-1.0,0,unknown,1
307,55.0,blue-collar,married,,no,,yes,no,unknown,5,may,106.0,3,-1.0,0,unknown,1
308,44.0,blue-collar,married,secondary,no,129.0,yes,yes,unknown,5,may,189.0,2,-1.0,0,unknown,1
309,43.0,management,married,unknown,no,0.0,yes,no,unknown,5,may,105.0,2,-1.0,0,unknown,1
310,,admin.,married,secondary,,353.0,yes,no,unknown,5,may,106.0,2,-1.0,0,unknown,1
311,54.0,technician,married,unknown,,851.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
312,55.0,services,divorced,primary,no,,,yes,unknown,5,may,,2,,0,unknown,1
313,37.0,services,divorced,secondary,no,398.0,yes,yes,unknown,5,may,214.0,2,,0,unknown,1
314,33.0,admin.,single,tertiary,,193.0,no,,unknown,5,may,132.0,2,-1.0,0,unknown,1
315,46.0,admin.,married,secondary,no,-358.0,yes,,unknown,5,may,358.0,2,-1.0,0,unknown,1
316,36.0,blue-collar,married,secondary,no,539.0,yes,yes,unknown,5,may,453.0,2,-1.0,0,unknown,1
317,51.0,,single,secondary,no,0.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
318,40.0,retired,single,,no,0.0,no,no,unknown,5,may,136.0,2,-1.0,0,unknown,1
319,42.0,blue-collar,married,secondary,no,490.0,yes,no,unknown,5,may,386.0,2,-1.0,0,unknown,1
320,51.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,5,may,,2,,0,unknown,1
321,49.0,blue-collar,married,unknown,no,403.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
322,,management,married,,no,161.0,yes,no,unknown,5,may,224.0,3,-1.0,0,unknown,1
323,32.0,technician,divorced,tertiary,,2558.0,,no,unknown,5,may,148.0,2,-1.0,0,unknown,1
324,31.0,admin.,single,secondary,no,98.0,yes,no,unknown,5,may,,2,,0,unknown,1
325,55.0,management,single,tertiary,no,115.0,no,no,unknown,5,may,111.0,4,,0,unknown,1
326,40.0,blue-collar,single,secondary,no,,,no,unknown,5,may,231.0,3,,0,unknown,1
327,47.0,,married,tertiary,no,831.0,yes,no,unknown,5,may,,3,-1.0,0,unknown,1
328,57.0,technician,married,,no,206.0,,no,unknown,5,may,216.0,3,-1.0,0,unknown,1
329,41.0,,married,secondary,no,290.0,yes,no,unknown,5,may,240.0,2,,0,unknown,1
330,48.0,,married,secondary,no,,no,,unknown,5,may,669.0,3,-1.0,0,unknown,1
331,42.0,blue-collar,married,unknown,no,57.0,yes,no,unknown,5,may,425.0,2,-1.0,0,unknown,1
332,30.0,blue-collar,single,,,,yes,no,unknown,5,may,143.0,2,,0,unknown,1
333,58.0,management,single,tertiary,no,,,no,unknown,5,may,,5,-1.0,0,unknown,1
334,45.0,management,divorced,tertiary,no,24598.0,yes,no,unknown,5,may,313.0,3,-1.0,0,unknown,1
335,49.0,blue-collar,married,,no,30.0,,no,unknown,5,may,,4,-1.0,0,unknown,1
336,42.0,admin.,single,secondary,no,,,no,unknown,5,may,146.0,2,,0,unknown,1
337,53.0,technician,married,secondary,no,56.0,,yes,unknown,5,may,,2,-1.0,0,unknown,1
338,,admin.,single,secondary,yes,-2.0,,no,unknown,5,may,402.0,3,-1.0,0,unknown,1
339,32.0,,single,secondary,no,121.0,yes,no,unknown,5,may,213.0,2,-1.0,0,unknown,1
340,41.0,blue-collar,single,,no,842.0,yes,no,unknown,5,may,144.0,3,-1.0,0,unknown,1
341,43.0,management,divorced,secondary,no,693.0,yes,no,unknown,5,may,124.0,3,,0,unknown,1
342,40.0,blue-collar,divorced,,,-333.0,,no,unknown,5,may,,2,-1.0,0,unknown,1
343,50.0,blue-collar,married,primary,no,1533.0,yes,no,unknown,5,may,325.0,2,-1.0,0,unknown,1
344,34.0,management,married,tertiary,no,46.0,yes,,unknown,5,may,39.0,4,-1.0,0,unknown,1
345,53.0,services,married,unknown,no,18.0,no,no,unknown,5,may,503.0,2,,0,unknown,1
346,,technician,married,secondary,no,44.0,yes,no,unknown,5,may,95.0,4,-1.0,0,unknown,1
347,39.0,blue-collar,married,,no,-100.0,yes,no,unknown,5,may,680.0,2,-1.0,0,unknown,1
348,44.0,services,married,tertiary,no,510.0,,no,unknown,5,may,421.0,4,-1.0,0,unknown,1
349,,management,married,tertiary,no,685.0,yes,,unknown,5,may,174.0,3,-1.0,0,unknown,1
350,46.0,management,single,tertiary,no,187.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
351,45.0,blue-collar,married,secondary,,,yes,,unknown,5,may,808.0,2,-1.0,0,unknown,1
352,34.0,admin.,married,secondary,no,560.0,,no,unknown,5,may,198.0,3,-1.0,0,unknown,1
353,36.0,,married,secondary,no,0.0,yes,,unknown,5,may,195.0,2,,0,unknown,1
354,59.0,,divorced,unknown,no,27.0,no,,unknown,5,may,347.0,3,-1.0,0,unknown,1
355,31.0,admin.,single,secondary,no,12.0,,no,unknown,5,may,208.0,2,-1.0,0,unknown,1
356,44.0,blue-collar,single,secondary,,34.0,yes,,unknown,5,may,404.0,4,-1.0,0,unknown,1
357,33.0,entrepreneur,single,tertiary,no,1068.0,yes,no,unknown,5,may,396.0,2,,0,unknown,1
358,40.0,blue-collar,married,secondary,,,yes,no,unknown,5,may,216.0,4,,0,unknown,1
359,,admin.,single,tertiary,no,377.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
360,48.0,management,married,tertiary,no,263.0,yes,no,unknown,5,may,,2,-1.0,0,unknown,1
361,42.0,services,married,secondary,no,,yes,,unknown,6,may,,2,-1.0,0,unknown,1
362,27.0,services,,secondary,no,8.0,yes,no,unknown,6,may,88.0,3,-1.0,0,unknown,1
363,48.0,admin.,married,secondary,no,126.0,,yes,unknown,6,may,,2,-1.0,0,unknown,1
364,59.0,admin.,married,secondary,no,230.0,,,unknown,6,may,190.0,3,,0,unknown,1
365,46.0,technician,married,tertiary,no,,yes,no,unknown,6,may,158.0,1,-1.0,0,unknown,1
366,38.0,admin.,divorced,secondary,no,308.0,,no,unknown,6,may,,1,-1.0,0,unknown,1
367,43.0,management,divorced,tertiary,no,1.0,yes,no,unknown,6,may,306.0,1,-1.0,0,unknown,1
368,,admin.,divorced,tertiary,no,86.0,yes,no,unknown,6,may,218.0,1,-1.0,0,unknown,1
369,23.0,student,single,secondary,no,157.0,,no,unknown,6,may,54.0,1,-1.0,0,unknown,1
370,34.0,services,married,secondary,no,22.0,yes,no,unknown,6,may,344.0,1,-1.0,0,unknown,1
371,38.0,admin.,,secondary,no,46.0,yes,yes,unknown,6,may,195.0,1,-1.0,0,unknown,1
372,37.0,blue-collar,married,secondary,no,1293.0,no,no,unknown,6,may,652.0,1,-1.0,0,unknown,1
373,25.0,admin.,single,secondary,no,122.0,yes,no,unknown,6,may,286.0,1,-1.0,0,unknown,1
374,48.0,blue-collar,,unknown,no,131.0,yes,no,unknown,6,may,189.0,1,-1.0,0,unknown,1
375,,blue-collar,single,secondary,no,143.0,yes,no,unknown,6,may,83.0,1,-1.0,0,unknown,1
376,38.0,,single,,no,393.0,no,no,unknown,6,may,184.0,2,-1.0,0,unknown,1
377,43.0,blue-collar,married,primary,no,98.0,yes,,unknown,6,may,235.0,1,,0,unknown,1
378,33.0,management,married,tertiary,no,0.0,yes,no,unknown,6,may,290.0,1,-1.0,0,unknown,1
379,55.0,,married,secondary,no,,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
380,38.0,,married,secondary,no,757.0,yes,,unknown,6,may,133.0,1,-1.0,0,unknown,1
381,49.0,services,married,secondary,no,245.0,yes,yes,unknown,6,may,,1,-1.0,0,unknown,1
382,40.0,management,married,secondary,no,8486.0,no,no,unknown,6,may,260.0,3,-1.0,0,unknown,1
383,43.0,,married,unknown,,350.0,no,no,unknown,6,may,,1,-1.0,0,unknown,1
384,38.0,blue-collar,married,secondary,no,20.0,yes,no,unknown,6,may,402.0,1,-1.0,0,unknown,1
385,58.0,services,married,secondary,no,1667.0,yes,yes,unknown,6,may,85.0,1,-1.0,0,unknown,1
386,57.0,technician,married,,no,345.0,yes,,unknown,6,may,125.0,1,-1.0,0,unknown,1
387,32.0,unemployed,married,secondary,no,10.0,yes,,unknown,6,may,,4,,0,unknown,1
388,,management,,tertiary,no,,yes,yes,unknown,6,may,1201.0,1,-1.0,0,unknown,2
389,58.0,blue-collar,divorced,unknown,no,29.0,yes,,unknown,6,may,253.0,1,-1.0,0,unknown,1
390,60.0,retired,divorced,secondary,no,545.0,,no,unknown,6,may,1030.0,1,,0,unknown,2
391,37.0,technician,married,tertiary,no,8730.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
392,46.0,technician,divorced,tertiary,,477.0,yes,no,unknown,6,may,114.0,1,-1.0,0,unknown,1
393,,admin.,married,secondary,no,4.0,yes,no,unknown,6,may,243.0,1,-1.0,0,unknown,1
394,43.0,blue-collar,married,secondary,,1205.0,yes,no,unknown,6,may,769.0,2,-1.0,0,unknown,1
395,,technician,single,secondary,,,,yes,unknown,6,may,135.0,3,-1.0,0,unknown,1
396,40.0,admin.,single,secondary,no,263.0,yes,no,unknown,6,may,231.0,1,-1.0,0,unknown,1
397,,admin.,married,secondary,no,,no,no,unknown,6,may,76.0,1,,0,unknown,1
398,34.0,blue-collar,married,secondary,no,283.0,no,yes,unknown,6,may,199.0,1,-1.0,0,unknown,1
399,47.0,,,primary,no,206.0,yes,no,unknown,6,may,152.0,1,-1.0,0,unknown,1
400,,housemaid,married,primary,no,17.0,,no,unknown,6,may,,1,-1.0,0,unknown,1
401,48.0,technician,married,secondary,no,141.0,yes,yes,unknown,6,may,424.0,1,-1.0,0,unknown,1
402,29.0,self-employed,single,,no,16.0,yes,no,unknown,6,may,43.0,1,-1.0,0,unknown,1
403,50.0,services,married,secondary,,,yes,no,unknown,6,may,154.0,1,,0,unknown,1
404,52.0,,married,unknown,no,7.0,no,no,unknown,6,may,203.0,2,,0,unknown,1
405,50.0,,married,tertiary,no,0.0,no,no,unknown,6,may,326.0,1,-1.0,0,unknown,1
406,58.0,retired,married,tertiary,no,0.0,no,no,unknown,6,may,,1,-1.0,0,unknown,1
407,46.0,blue-collar,,primary,no,1927.0,yes,no,unknown,6,may,,3,-1.0,0,unknown,1
408,38.0,technician,,,no,,yes,,unknown,6,may,483.0,1,-1.0,0,unknown,1
409,46.0,blue-collar,married,secondary,no,,yes,no,unknown,6,may,259.0,1,-1.0,0,unknown,1
410,32.0,services,single,secondary,no,406.0,,no,unknown,6,may,227.0,1,-1.0,0,unknown,1
411,,blue-collar,married,primary,,230.0,yes,no,unknown,6,may,673.0,1,,0,unknown,1
412,39.0,admin.,single,secondary,no,,yes,,unknown,6,may,576.0,1,-1.0,0,unknown,1
413,48.0,admin.,married,,no,,yes,no,unknown,6,may,180.0,2,-1.0,0,unknown,1
414,36.0,entrepreneur,married,tertiary,no,1169.0,yes,no,unknown,6,may,168.0,2,-1.0,0,unknown,1
415,34.0,admin.,divorced,,no,67.0,yes,no,unknown,6,may,90.0,1,,0,unknown,1
416,40.0,,,secondary,no,77.0,no,no,unknown,6,may,505.0,1,,0,unknown,1
417,43.0,unemployed,married,secondary,no,0.0,yes,,unknown,6,may,245.0,1,,0,unknown,1
418,52.0,blue-collar,divorced,primary,no,55.0,,yes,unknown,6,may,186.0,1,-1.0,0,unknown,1
419,33.0,technician,,,yes,72.0,yes,no,unknown,6,may,623.0,1,-1.0,0,unknown,1
420,49.0,management,single,tertiary,no,,yes,no,unknown,6,may,496.0,3,-1.0,0,unknown,1
421,32.0,management,single,tertiary,no,151.0,,,unknown,6,may,118.0,1,,0,unknown,1
422,39.0,admin.,single,secondary,no,113.0,yes,no,unknown,6,may,342.0,1,-1.0,0,unknown,1
423,40.0,blue-collar,,secondary,,0.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
424,38.0,technician,single,tertiary,no,,yes,no,unknown,6,may,185.0,3,,0,unknown,1
425,43.0,management,married,secondary,no,,yes,,unknown,6,may,196.0,2,-1.0,0,unknown,1
426,39.0,services,,secondary,no,1142.0,yes,no,unknown,6,may,276.0,1,-1.0,0,unknown,1
427,54.0,,married,primary,no,2102.0,yes,no,unknown,6,may,76.0,1,-1.0,0,unknown,1
428,38.0,technician,single,tertiary,no,4325.0,yes,no,unknown,6,may,,1,,0,unknown,1
429,40.0,blue-collar,,secondary,no,217.0,yes,no,unknown,6,may,195.0,1,,0,unknown,1
430,55.0,admin.,married,secondary,no,131.0,yes,no,unknown,6,may,744.0,1,,0,unknown,1
431,42.0,management,married,,no,1680.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
432,39.0,blue-collar,married,secondary,no,0.0,yes,,unknown,6,may,262.0,1,-1.0,0,unknown,1
433,40.0,blue-collar,married,primary,no,46.0,yes,no,unknown,6,may,119.0,1,-1.0,0,unknown,1
434,32.0,blue-collar,married,secondary,no,320.0,yes,no,unknown,6,may,198.0,2,-1.0,0,unknown,1
435,55.0,admin.,married,secondary,no,183.0,yes,no,unknown,6,may,150.0,1,-1.0,0,unknown,1
436,45.0,blue-collar,married,secondary,,39.0,no,no,unknown,6,may,241.0,1,-1.0,0,unknown,1
437,35.0,management,single,tertiary,no,560.0,,no,unknown,6,may,181.0,1,-1.0,0,unknown,1
438,58.0,technician,,secondary,no,,no,no,unknown,6,may,196.0,1,-1.0,0,unknown,1
439,35.0,admin.,married,secondary,no,530.0,yes,,unknown,6,may,149.0,1,-1.0,0,unknown,1
440,49.0,services,married,primary,no,61.0,yes,no,unknown,6,may,246.0,1,,0,unknown,1
441,34.0,,single,tertiary,,,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
442,36.0,blue-collar,married,,no,,yes,no,unknown,6,may,309.0,2,-1.0,0,unknown,1
443,24.0,self-employed,single,secondary,no,0.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
444,34.0,technician,married,secondary,no,367.0,yes,no,unknown,6,may,140.0,1,-1.0,0,unknown,1
445,51.0,admin.,divorced,,no,228.0,yes,no,unknown,6,may,136.0,1,-1.0,0,unknown,1
446,39.0,technician,single,,no,45248.0,,no,unknown,6,may,1623.0,1,,0,unknown,2
447,50.0,self-employed,,unknown,no,-84.0,yes,no,unknown,6,may,101.0,1,,0,unknown,1
448,32.0,services,single,secondary,no,310.0,,no,unknown,6,may,,1,-1.0,0,unknown,1
449,42.0,blue-collar,married,unknown,no,132.0,yes,no,unknown,6,may,238.0,1,-1.0,0,unknown,1
450,50.0,,married,secondary,,797.0,,no,unknown,6,may,354.0,1,-1.0,0,unknown,1
451,40.0,services,married,,no,71.0,no,no,unknown,6,may,,1,-1.0,0,unknown,1
452,46.0,management,divorced,unknown,no,2.0,yes,no,unknown,6,may,187.0,1,-1.0,0,unknown,1
453,37.0,management,married,tertiary,no,231.0,yes,,unknown,6,may,451.0,2,-1.0,0,unknown,1
454,34.0,blue-collar,married,secondary,no,270.0,yes,yes,unknown,6,may,,1,-1.0,0,unknown,1
455,44.0,blue-collar,married,secondary,no,,yes,yes,unknown,6,may,409.0,1,-1.0,0,unknown,1
456,40.0,admin.,,secondary,,-109.0,yes,yes,unknown,6,may,170.0,1,,0,unknown,1
457,37.0,technician,married,secondary,no,1.0,yes,no,unknown,6,may,608.0,1,,0,unknown,2
458,33.0,blue-collar,single,secondary,yes,-60.0,,no,unknown,6,may,243.0,1,-1.0,0,unknown,1
459,35.0,blue-collar,married,secondary,no,89.0,,no,unknown,6,may,,2,-1.0,0,unknown,1
460,58.0,blue-collar,divorced,secondary,no,-11.0,no,,unknown,6,may,112.0,1,,0,unknown,1
461,39.0,blue-collar,married,primary,no,0.0,yes,no,unknown,6,may,262.0,2,-1.0,0,unknown,1
462,43.0,blue-collar,married,secondary,no,-509.0,yes,,unknown,6,may,,1,-1.0,0,unknown,1
463,39.0,unemployed,married,primary,no,408.0,yes,,unknown,6,may,53.0,1,,0,unknown,1
464,,,single,primary,no,,yes,no,unknown,6,may,134.0,1,-1.0,0,unknown,1
465,57.0,retired,single,secondary,no,1640.0,,yes,unknown,6,may,204.0,4,-1.0,0,unknown,1
466,36.0,admin.,single,secondary,no,20.0,yes,no,unknown,6,may,186.0,1,-1.0,0,unknown,1
467,50.0,,married,primary,no,71.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
468,55.0,,married,secondary,no,52.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
469,44.0,self-employed,,tertiary,no,,,no,unknown,6,may,,1,-1.0,0,unknown,1
470,44.0,services,divorced,secondary,no,424.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
471,39.0,housemaid,single,primary,,,yes,no,unknown,6,may,699.0,3,,0,unknown,1
472,46.0,blue-collar,married,,no,1044.0,yes,no,unknown,6,may,43.0,1,-1.0,0,unknown,1
473,39.0,blue-collar,married,secondary,no,983.0,yes,no,unknown,6,may,97.0,1,,0,unknown,1
474,34.0,admin.,married,secondary,no,869.0,no,no,unknown,6,may,1677.0,1,-1.0,0,unknown,2
475,40.0,blue-collar,married,primary,no,668.0,yes,no,unknown,6,may,283.0,2,-1.0,0,unknown,1
476,50.0,management,married,tertiary,no,,yes,no,unknown,6,may,323.0,1,,0,unknown,1
477,,management,single,secondary,no,301.0,,no,unknown,6,may,82.0,1,-1.0,0,unknown,1
478,,admin.,single,secondary,no,140.0,yes,no,unknown,6,may,310.0,1,-1.0,0,unknown,1
479,39.0,management,single,secondary,no,1877.0,yes,no,unknown,6,may,185.0,1,-1.0,0,unknown,1
480,51.0,blue-collar,married,primary,no,1127.0,yes,,unknown,6,may,,1,-1.0,0,unknown,1
481,41.0,,married,secondary,,871.0,yes,no,unknown,6,may,145.0,1,,0,unknown,1
482,41.0,,married,secondary,no,767.0,yes,yes,unknown,6,may,204.0,1,-1.0,0,unknown,1
483,43.0,blue-collar,married,secondary,no,0.0,no,,unknown,6,may,187.0,1,-1.0,0,unknown,1
484,30.0,services,single,secondary,no,209.0,,no,unknown,6,may,30.0,2,-1.0,0,unknown,1
485,54.0,management,divorced,primary,,0.0,no,no,unknown,6,may,472.0,1,-1.0,0,unknown,1
486,43.0,blue-collar,divorced,secondary,no,110.0,yes,yes,unknown,6,may,,1,-1.0,0,unknown,1
487,59.0,management,divorced,tertiary,no,-76.0,yes,yes,unknown,6,may,264.0,1,,0,unknown,1
488,47.0,technician,married,unknown,no,178.0,,,unknown,6,may,169.0,1,-1.0,0,unknown,1
489,40.0,blue-collar,married,primary,no,-66.0,yes,no,unknown,6,may,288.0,1,,0,unknown,1
490,32.0,technician,married,secondary,no,,,,unknown,6,may,,2,,0,unknown,1
491,29.0,blue-collar,married,secondary,,1.0,yes,no,unknown,6,may,215.0,1,,0,unknown,1
492,36.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6,may,337.0,1,-1.0,0,unknown,1
493,55.0,unemployed,,tertiary,no,5345.0,no,no,unknown,6,may,278.0,1,-1.0,0,unknown,1
494,30.0,blue-collar,,secondary,no,-209.0,yes,no,unknown,6,may,188.0,2,-1.0,0,unknown,1
495,39.0,admin.,single,secondary,no,0.0,,no,unknown,6,may,174.0,2,-1.0,0,unknown,1
496,39.0,blue-collar,divorced,secondary,,42.0,yes,,unknown,6,may,226.0,2,-1.0,0,unknown,1
497,50.0,blue-collar,divorced,secondary,no,41.0,,,unknown,6,may,190.0,1,-1.0,0,unknown,1
498,44.0,blue-collar,married,secondary,no,-99.0,yes,no,unknown,6,may,111.0,2,-1.0,0,unknown,1
499,37.0,technician,single,,no,17.0,,,unknown,6,may,,1,-1.0,0,unknown,1
500,46.0,admin.,married,primary,no,276.0,yes,,unknown,6,may,157.0,2,-1.0,0,unknown,1
501,32.0,technician,single,,no,-170.0,no,no,unknown,6,may,46.0,1,-1.0,0,unknown,1
502,37.0,management,single,tertiary,no,,yes,yes,unknown,6,may,374.0,1,-1.0,0,unknown,1
503,29.0,blue-collar,married,secondary,no,9.0,yes,no,unknown,6,may,349.0,1,-1.0,0,unknown,1
504,,blue-collar,married,secondary,,946.0,yes,no,unknown,6,may,325.0,1,-1.0,0,unknown,1
505,45.0,blue-collar,married,,no,1297.0,yes,,unknown,6,may,233.0,2,-1.0,0,unknown,1
506,57.0,retired,divorced,secondary,no,-331.0,yes,no,unknown,6,may,531.0,1,-1.0,0,unknown,1
507,48.0,blue-collar,single,secondary,,44.0,yes,no,unknown,6,may,153.0,1,-1.0,0,unknown,1
508,60.0,retired,married,secondary,yes,15.0,no,no,unknown,6,may,80.0,1,-1.0,0,unknown,1
509,,admin.,single,secondary,no,712.0,yes,no,unknown,6,may,,1,-1.0,0,unknown,1
510,58.0,retired,married,,no,5435.0,yes,,unknown,6,may,118.0,1,-1.0,0,unknown,1
511,34.0,admin.,married,secondary,no,,yes,no,unknown,6,may,190.0,1,-1.0,0,unknown,1
512,55.0,unemployed,divorced,secondary,no,387.0,yes,no,unknown,6,may,918.0,1,-1.0,0,unknown,2
513,41.0,,married,primary,no,0.0,,yes,unknown,6,may,238.0,1,-1.0,0,unknown,1
514,50.0,management,divorced,secondary,no,1716.0,yes,no,unknown,6,may,82.0,1,-1.0,0,unknown,1
515,49.0,entrepreneur,married,secondary,no,167.0,yes,yes,unknown,6,may,198.0,3,,0,unknown,1
516,44.0,admin.,married,unknown,no,40.0,no,yes,unknown,6,may,160.0,2,-1.0,0,unknown,1
517,44.0,blue-collar,married,primary,no,148.0,,no,unknown,6,may,,1,-1.0,0,unknown,1
518,31.0,technician,married,secondary,,17.0,yes,,unknown,6,may,,1,-1.0,0,unknown,1
519,34.0,blue-collar,single,tertiary,no,1011.0,yes,no,unknown,6,may,136.0,1,-1.0,0,unknown,1
520,46.0,management,single,unknown,no,1527.0,,no,unknown,6,may,,1,-1.0,0,unknown,1
521,,management,married,tertiary,no,,no,no,unknown,6,may,,1,-1.0,0,unknown,1
522,52.0,admin.,,secondary,no,484.0,yes,no,unknown,6,may,128.0,1,-1.0,0,unknown,1
523,29.0,management,single,tertiary,no,0.0,yes,no,unknown,6,may,211.0,1,-1.0,0,unknown,1
524,53.0,retired,married,,no,136.0,,no,unknown,6,may,267.0,2,,0,unknown,1
